,frame_id,video_id,name_cvat,frame,frame_path,frame_usg_area_idx_0,frame_usg_area_idx_1,frame_usg_area_idx_2,frame_usg_area_idx_3,frame_cropped_path,aline,bline,liver,lung,lung_atelectasis,lungpoint,lungslidingabsent,lungslidingpresent,pleural_effusion,s1,s2,spleen,label,size_h,size_w
13,NA629FDY,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,640,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_640.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_640.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
14,NNDNIYOX,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,650,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_650.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_650.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
15,418OQ1T0,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,660,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_660.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_660.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
16,F0920GS3,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,670,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_670.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_670.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
17,3AK2NPTE,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,680,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_680.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_680.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
18,MIHGWHJA,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,690,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_690.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_690.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
19,CXI9LD7V,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,700,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_700.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_700.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
20,7WU41PJ5,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,710,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_710.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_710.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
21,BWVT0R23,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,720,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_720.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_720.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
22,B106IIR5,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,730,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_730.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_730.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
23,JH3YBAI1,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,740,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_740.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_740.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
24,CLP2CTU2,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,750,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_750.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_750.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
25,F3OED66Q,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,760,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_760.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_760.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
26,AAHXNOWJ,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,770,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_770.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_770.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
27,15K5DQCU,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,780,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_780.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_780.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
28,CAC6XF80,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,790,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_790.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_790.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
29,LV7SG339,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,800,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_800.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_800.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
30,381B2O67,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,810,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_810.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_810.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
31,VR9NYH5Z,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,820,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_820.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_820.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
32,2O6TIWUC,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,830,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_830.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_830.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
33,1XCUPDSB,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,840,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_840.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_840.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
34,3PXH6MGL,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,850,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_850.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_850.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
35,FYD3TR2O,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,860,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_860.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_860.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
36,IQAYV2Q0,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,870,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_870.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_870.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
37,C0BPD4U8,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,880,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_880.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_880.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
38,VIA173SZ,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,890,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_890.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_890.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
39,NT2V77OM,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,900,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_900.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_900.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
40,IKRQ1ANW,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,910,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_910.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_910.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
41,UPX491WX,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,920,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_920.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_920.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
42,3VGID6ZZ,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,930,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_930.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_930.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
43,FVBG2ZE3,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,940,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_940.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_940.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
44,PE1ZXJZV,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,950,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_950.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_950.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
45,X4MH1DAL,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,960,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_960.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_960.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
46,PQ1PPJBH,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,970,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_970.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_970.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
47,W2SDM4BG,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,980,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_980.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_980.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
48,KLALI6F8,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,990,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_990.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_990.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
49,XLVGI0UC,YWI9C2CG,Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi,998,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_998.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144651_1.avi/frame_998.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
51,DGM5MCRO,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,10,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_10.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_10.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
52,6VCYVPTX,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,20,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_20.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_20.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
53,UHRXMXA0,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,30,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_30.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_30.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
54,GVQH8IKW,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,40,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_40.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_40.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
55,4UFUNZON,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,50,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_50.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_50.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
56,VYP5CBIZ,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,60,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_60.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_60.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
57,0J5G7ESH,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,70,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_70.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_70.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
58,8R3DM5B0,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,80,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_80.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_80.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
59,7UE52ZS2,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,90,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_90.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_90.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
60,LF3G3YUH,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,100,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_100.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_100.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
61,YMFLAJ3U,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,110,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_110.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_110.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
62,BUJ8SOTH,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,120,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_120.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_120.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
63,WTTPVWQ9,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,130,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_130.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_130.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
64,HAYACY5I,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,140,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_140.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_140.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
65,VX4ML932,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,150,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_150.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_150.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
66,W2Q3VMLG,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,160,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_160.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_160.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
67,TTWGJUBC,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,170,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_170.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_170.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
68,D5II5XOV,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,180,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_180.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_180.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
69,3ZCTS7HE,4ANV9APK,Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi,190,/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_190.png,0.0,480.0,80.0,556.0,cropped/video_frames/Sonoscape_2021-09_2021-10-18_001_20210928_144804_3.avi/frame_190.png,False,False,False,False,False,False,False,True,False,False,False,False,0,480.0,476.0
